time,concentration,lat,lon
2015-04-11 15:51:47 -0700,0.006,37.803003,-122.294495
2015-04-11 15:51:48 -0700,0.007,37.803003,-122.294498
2015-04-11 15:51:49 -0700,0.007,37.803008,-122.294497
2015-04-11 15:51:50 -0700,0.007,37.803003,-122.294495
2015-04-11 15:51:51 -0700,0.006,37.803003,-122.294492
2015-04-11 15:51:52 -0700,0.008,37.803005,-122.29449
2015-04-11 15:51:53 -0700,0.007,37.803002,-122.294493
2015-04-11 15:51:54 -0700,0.007,37.802998,-122.294497
2015-04-11 15:51:55 -0700,0.007,37.802993,-122.294502
2015-04-11 15:51:56 -0700,0.007,37.802992,-122.294503
2015-04-11 15:51:57 -0700,0.007,37.802987,-122.294507
2015-04-11 15:51:58 -0700,0.007,37.80298,-122.294507
2015-04-11 15:51:59 -0700,0.007,37.80297,-122.294512
2015-04-11 15:52:00 -0700,0.007,37.802962,-122.294517
2015-04-11 15:52:01 -0700,0.006,37.802953,-122.294522
2015-04-11 15:52:02 -0700,0.006,37.802943,-122.294528
2015-04-11 15:52:03 -0700,0.006,37.802935,-122.294532
2015-04-11 15:52:04 -0700,0.005,37.802932,-122.29453
2015-04-11 15:52:05 -0700,0.006,37.802923,-122.294535
2015-04-11 15:52:06 -0700,0.006,37.802915,-122.294538
2015-04-11 15:52:07 -0700,0.007,37.80291,-122.294537
2015-04-11 15:52:08 -0700,0.007,37.802903,-122.294535
2015-04-11 15:52:09 -0700,0.008,37.802902,-122.294527
2015-04-11 15:52:10 -0700,0.007,37.802898,-122.294522
2015-04-11 15:52:11 -0700,0.007,37.802885,-122.29453
2015-04-11 15:52:12 -0700,0.006,37.802873,-122.294537
2015-04-11 15:52:13 -0700,0.007,37.80287,-122.294543
2015-04-11 15:52:14 -0700,0.008,37.802865,-122.294543
2015-04-11 15:52:15 -0700,0.008,37.802862,-122.294537
2015-04-11 15:52:16 -0700,0.007,37.802857,-122.294533
2015-04-11 15:52:17 -0700,0.008,37.802847,-122.294523
2015-04-11 15:52:18 -0700,0.007,37.802832,-122.294513
2015-04-11 15:52:19 -0700,0.007,37.802823,-122.294512
2015-04-11 15:52:20 -0700,0.007,37.802817,-122.294518
2015-04-11 15:52:21 -0700,0.007,37.802807,-122.29453
2015-04-11 15:52:22 -0700,0.007,37.802798,-122.29454
2015-04-11 15:52:23 -0700,0.007,37.802783,-122.294552
2015-04-11 15:52:24 -0700,0.007,37.802763,-122.294563
2015-04-11 15:52:25 -0700,0.006,37.802748,-122.294588
2015-04-11 15:52:26 -0700,0.007,37.802735,-122.29459
2015-04-11 15:52:27 -0700,0.009,37.80273,-122.2946
2015-04-11 15:52:28 -0700,0.010,37.802717,-122.294593
2015-04-11 15:52:29 -0700,0.009,37.802707,-122.294582
2015-04-11 15:52:30 -0700,0.010,37.802698,-122.294582
2015-04-11 15:52:31 -0700,0.010,37.802685,-122.294572
2015-04-11 15:52:32 -0700,0.008,37.802675,-122.29457
2015-04-11 15:52:33 -0700,0.010,37.802663,-122.294565
2015-04-11 15:52:34 -0700,0.010,37.802645,-122.294575
2015-04-11 15:52:35 -0700,0.008,37.80263,-122.294562
2015-04-11 15:52:36 -0700,0.008,37.802623,-122.29456
2015-04-11 15:52:37 -0700,0.008,37.80261,-122.29455
2015-04-11 15:52:38 -0700,0.007,37.802603,-122.294538
2015-04-11 15:52:39 -0700,0.007,37.802593,-122.294525
2015-04-11 15:52:40 -0700,0.007,37.80259,-122.294515
2015-04-11 15:52:41 -0700,0.008,37.802592,-122.294503
2015-04-11 15:52:42 -0700,0.008,37.802587,-122.294503
2015-04-11 15:52:43 -0700,0.007,37.802582,-122.294497
2015-04-11 15:52:44 -0700,0.007,37.802582,-122.294493
2015-04-11 15:52:45 -0700,0.007,37.802578,-122.294488
2015-04-11 15:52:46 -0700,0.007,37.802578,-122.294488
2015-04-11 15:52:47 -0700,0.005,37.80258,-122.294492
2015-04-11 15:52:48 -0700,0.005,37.802583,-122.294502
2015-04-11 15:52:49 -0700,0.006,37.802577,-122.29451
2015-04-11 15:52:50 -0700,0.005,37.802565,-122.294522
2015-04-11 15:52:51 -0700,0.006,37.802555,-122.29453
2015-04-11 15:52:52 -0700,0.006,37.802552,-122.294522
2015-04-11 15:52:53 -0700,0.006,37.802552,-122.294523
2015-04-11 15:52:54 -0700,0.006,37.802543,-122.29451
2015-04-11 15:52:55 -0700,0.005,37.802527,-122.294505
2015-04-11 15:52:56 -0700,0.006,37.802517,-122.294492
2015-04-11 15:52:57 -0700,0.008,37.802513,-122.2945
2015-04-11 15:52:58 -0700,0.006,37.802512,-122.294505
2015-04-11 15:52:59 -0700,0.006,37.802498,-122.294528
2015-04-11 15:53:00 -0700,0.007,37.80248,-122.294543
2015-04-11 15:53:01 -0700,0.008,37.802455,-122.294557
2015-04-11 15:53:02 -0700,0.008,37.802423,-122.294568
2015-04-11 15:53:03 -0700,0.007,37.802407,-122.294583
2015-04-11 15:53:04 -0700,0.006,37.802398,-122.294603
2015-04-11 15:53:05 -0700,0.007,37.802378,-122.29462
2015-04-11 15:53:06 -0700,0.005,37.802362,-122.294635
2015-04-11 15:53:07 -0700,0.005,37.802358,-122.294652
2015-04-11 15:53:08 -0700,0.006,37.802378,-122.294698
2015-04-11 15:53:09 -0700,0.006,37.802392,-122.29474
2015-04-11 15:53:10 -0700,0.007,37.802442,-122.294788
2015-04-11 15:53:11 -0700,0.006,37.80247,-122.294815
2015-04-11 15:53:12 -0700,0.006,37.802473,-122.294832
2015-04-11 15:53:13 -0700,0.006,37.80248,-122.294852
2015-04-11 15:53:14 -0700,0.007,37.802467,-122.294828
2015-04-11 15:53:15 -0700,0.006,37.802453,-122.294852
2015-04-11 15:53:16 -0700,0.006,37.802453,-122.294872
2015-04-11 15:53:17 -0700,0.006,37.80246,-122.294887
2015-04-11 15:53:18 -0700,0.005,37.802463,-122.294898
2015-04-11 15:53:19 -0700,0.005,37.80247,-122.29491
2015-04-11 15:53:20 -0700,0.005,37.802477,-122.294917
2015-04-11 15:53:21 -0700,0.005,37.80248,-122.294922
2015-04-11 15:53:22 -0700,0.005,37.80248,-122.294917
2015-04-11 15:53:23 -0700,0.005,37.802478,-122.294912
2015-04-11 15:53:24 -0700,0.009,37.802477,-122.29491
2015-04-11 15:53:25 -0700,0.006,37.802475,-122.294908
2015-04-11 15:53:26 -0700,0.007,37.802468,-122.294913
2015-04-11 15:53:27 -0700,0.007,37.80247,-122.294917
2015-04-11 15:53:28 -0700,0.007,37.80247,-122.294922
2015-04-11 15:53:29 -0700,0.006,37.80247,-122.294927
2015-04-11 15:53:30 -0700,0.005,37.802472,-122.294932
2015-04-11 15:53:31 -0700,0.006,37.802473,-122.294942
2015-04-11 15:53:32 -0700,0.006,37.802478,-122.29495
2015-04-11 15:53:33 -0700,0.006,37.802488,-122.294958
2015-04-11 15:53:34 -0700,0.007,37.802495,-122.294968
2015-04-11 15:53:35 -0700,0.006,37.802497,-122.294982
2015-04-11 15:53:36 -0700,0.005,37.802493,-122.295
2015-04-11 15:53:37 -0700,0.005,37.802492,-122.295013
2015-04-11 15:53:38 -0700,0.005,37.802492,-122.295023
2015-04-11 15:53:39 -0700,0.006,37.802493,-122.295033
2015-04-11 15:53:40 -0700,0.007,37.802493,-122.295042
2015-04-11 15:53:41 -0700,0.006,37.80249,-122.295057
2015-04-11 15:53:42 -0700,0.005,37.802488,-122.29507
2015-04-11 15:53:43 -0700,0.006,37.802493,-122.295082
2015-04-11 15:53:44 -0700,0.005,37.802495,-122.295088
2015-04-11 15:53:45 -0700,0.005,37.802495,-122.295098
2015-04-11 15:53:46 -0700,0.006,37.802488,-122.295103
