time,mg/m3,lat,lon
2015-04-10 16:06:24 -0700,0.005,37.8051,-122.2949
2015-04-10 16:06:25 -0700,0.005,37.8051,-122.2949
2015-04-10 16:06:26 -0700,0.005,37.8051,-122.2949
2015-04-10 16:06:27 -0700,0.005,37.8051,-122.2948
2015-04-10 16:06:28 -0700,0.006,37.8051,-122.2948
2015-04-10 16:06:29 -0700,0.006,37.8051,-122.2948
2015-04-10 16:06:30 -0700,0.005,37.8051,-122.2948
2015-04-10 16:06:31 -0700,0.005,37.8051,-122.2948
2015-04-10 16:06:32 -0700,0.005,37.8052,-122.2948
2015-04-10 16:06:33 -0700,0.006,37.8052,-122.2947
2015-04-10 16:06:34 -0700,0.008,37.8052,-122.2947
2015-04-10 16:06:35 -0700,0.007,37.8052,-122.2947
2015-04-10 16:06:36 -0700,0.006,37.8052,-122.2947
2015-04-10 16:06:37 -0700,0.006,37.8052,-122.2947
2015-04-10 16:06:38 -0700,0.006,37.8052,-122.2947
2015-04-10 16:06:39 -0700,0.006,37.8052,-122.2947
2015-04-10 16:06:40 -0700,0.006,37.8051,-122.2947
2015-04-10 16:06:41 -0700,0.006,37.8051,-122.2947
2015-04-10 16:06:42 -0700,0.006,37.8051,-122.2947
2015-04-10 16:06:43 -0700,0.007,37.8051,-122.2946
2015-04-10 16:06:44 -0700,0.007,37.8051,-122.2946
2015-04-10 16:06:45 -0700,0.005,37.8051,-122.2946
2015-04-10 16:06:46 -0700,0.005,37.8051,-122.2946
2015-04-10 16:06:47 -0700,0.005,37.8051,-122.2946
2015-04-10 16:06:48 -0700,0.004,37.8051,-122.2946
2015-04-10 16:06:49 -0700,0.005,37.8051,-122.2946
2015-04-10 16:06:50 -0700,0.005,37.8051,-122.2946
2015-04-10 16:06:52 -0700,0.006,37.8051,-122.2946
2015-04-10 16:06:53 -0700,0.006,37.8051,-122.2945
2015-04-10 16:06:54 -0700,0.005,37.8051,-122.2945
2015-04-10 16:06:55 -0700,0.006,37.8052,-122.2945
2015-04-10 16:06:56 -0700,0.006,37.8052,-122.2945
2015-04-10 16:06:57 -0700,0.005,37.8052,-122.2945
2015-04-10 16:06:58 -0700,0.005,37.8052,-122.2945
2015-04-10 16:06:59 -0700,0.005,37.8052,-122.2945
2015-04-10 16:07:00 -0700,0.005,37.8052,-122.2945
2015-04-10 16:07:01 -0700,0.006,37.8052,-122.2945
2015-04-10 16:07:02 -0700,0.006,37.8052,-122.2944
2015-04-10 16:07:03 -0700,0.006,37.8052,-122.2944
2015-04-10 16:07:04 -0700,0.005,37.8051,-122.2944
2015-04-10 16:07:05 -0700,0.005,37.8051,-122.2944
2015-04-10 16:07:06 -0700,0.006,37.8051,-122.2944
2015-04-10 16:07:07 -0700,0.006,37.8051,-122.2944
2015-04-10 16:07:08 -0700,0.005,37.8051,-122.2944
2015-04-10 16:07:09 -0700,0.005,37.8051,-122.2944
2015-04-10 16:07:10 -0700,0.006,37.8051,-122.2943
2015-04-10 16:07:11 -0700,0.005,37.8051,-122.2943
2015-04-10 16:07:12 -0700,0.005,37.8051,-122.2943
2015-04-10 16:07:13 -0700,0.005,37.8051,-122.2943
2015-04-10 16:07:14 -0700,0.005,37.8051,-122.2943
2015-04-10 16:07:15 -0700,0.004,37.8051,-122.2943
2015-04-10 16:07:16 -0700,0.005,37.8051,-122.2943
2015-04-10 16:07:17 -0700,0.005,37.8051,-122.2943
2015-04-10 16:07:18 -0700,0.005,37.8051,-122.2943
2015-04-10 16:07:19 -0700,0.006,37.8051,-122.2942
2015-04-10 16:07:20 -0700,0.006,37.8051,-122.2942
2015-04-10 16:07:21 -0700,0.005,37.8051,-122.2942
2015-04-10 16:07:22 -0700,0.004,37.8051,-122.2942
2015-04-10 16:07:23 -0700,0.004,37.8051,-122.2942
2015-04-10 16:07:24 -0700,0.005,37.8051,-122.2942
2015-04-10 16:07:25 -0700,0.006,37.8051,-122.2942
2015-04-10 16:07:26 -0700,0.007,37.8051,-122.2942
2015-04-10 16:07:27 -0700,0.006,37.8051,-122.2942
2015-04-10 16:07:28 -0700,0.005,37.8051,-122.2941
2015-04-10 16:07:29 -0700,0.005,37.8051,-122.2941
2015-04-10 16:07:30 -0700,0.005,37.8051,-122.2941
2015-04-10 16:07:32 -0700,0.005,37.8051,-122.2941
2015-04-10 16:07:33 -0700,0.005,37.8051,-122.2941
2015-04-10 16:07:34 -0700,0.006,37.8051,-122.2941
2015-04-10 16:07:35 -0700,0.005,37.8051,-122.2941
2015-04-10 16:07:36 -0700,0.005,37.8051,-122.2941
2015-04-10 16:07:37 -0700,0.005,37.8051,-122.2941
2015-04-10 16:07:38 -0700,0.006,37.8051,-122.2941
2015-04-10 16:07:39 -0700,0.005,37.8051,-122.294
2015-04-10 16:07:40 -0700,0.006,37.8051,-122.294
2015-04-10 16:07:41 -0700,0.004,37.8051,-122.294
2015-04-10 16:07:42 -0700,0.005,37.8051,-122.294
2015-04-10 16:07:43 -0700,0.006,37.8051,-122.294
2015-04-10 16:07:44 -0700,0.005,37.8051,-122.294
2015-04-10 16:07:45 -0700,0.006,37.8051,-122.294
2015-04-10 16:07:46 -0700,0.006,37.8051,-122.294
2015-04-10 16:07:47 -0700,0.005,37.8051,-122.294
2015-04-10 16:07:48 -0700,0.006,37.8051,-122.294
2015-04-10 16:07:49 -0700,0.007,37.8051,-122.2939
2015-04-10 16:07:50 -0700,0.006,37.8051,-122.2939
2015-04-10 16:07:52 -0700,0.004,37.8051,-122.2939
2015-04-10 16:07:53 -0700,0.005,37.8051,-122.2939
2015-04-10 16:07:54 -0700,0.006,37.8051,-122.2939
2015-04-10 16:07:55 -0700,0.006,37.8051,-122.2939
2015-04-10 16:07:56 -0700,0.006,37.805,-122.2939
2015-04-10 16:07:57 -0700,0.005,37.805,-122.2939
2015-04-10 16:07:58 -0700,0.005,37.805,-122.2939
2015-04-10 16:07:59 -0700,0.006,37.805,-122.2939
2015-04-10 16:08:00 -0700,0.008,37.805,-122.2938
2015-04-10 16:08:01 -0700,0.007,37.805,-122.2938
2015-04-10 16:08:02 -0700,0.006,37.805,-122.2938
2015-04-10 16:08:03 -0700,0.006,37.805,-122.2938
2015-04-10 16:08:04 -0700,0.005,37.805,-122.2938
2015-04-10 16:08:05 -0700,0.005,37.805,-122.2938
2015-04-10 16:08:06 -0700,0.005,37.805,-122.2938
2015-04-10 16:08:07 -0700,0.005,37.805,-122.2938
2015-04-10 16:08:08 -0700,0.005,37.8049,-122.2938
2015-04-10 16:08:09 -0700,0.006,37.8049,-122.2938
2015-04-10 16:08:10 -0700,0.007,37.8049,-122.2938
2015-04-10 16:08:12 -0700,0.006,37.8049,-122.2938
2015-04-10 16:08:13 -0700,0.005,37.8049,-122.2938
2015-04-10 16:08:14 -0700,0.005,37.8049,-122.2938
2015-04-10 16:08:15 -0700,0.005,37.8049,-122.2938
2015-04-10 16:08:16 -0700,0.005,37.8049,-122.2938
2015-04-10 16:08:17 -0700,0.005,37.8049,-122.2938
2015-04-10 16:08:18 -0700,0.005,37.8049,-122.2939
2015-04-10 16:08:19 -0700,0.006,37.8049,-122.2939
2015-04-10 16:08:20 -0700,0.005,37.8048,-122.2939
2015-04-10 16:08:21 -0700,0.005,37.8048,-122.2939
2015-04-10 16:08:22 -0700,0.005,37.8048,-122.2939
2015-04-10 16:08:23 -0700,0.006,37.8048,-122.2939
2015-04-10 16:08:24 -0700,0.005,37.8048,-122.2939
2015-04-10 16:08:25 -0700,0.005,37.8048,-122.2939
2015-04-10 16:08:26 -0700,0.005,37.8048,-122.2939
2015-04-10 16:08:27 -0700,0.007,37.8048,-122.2939
2015-04-10 16:08:28 -0700,0.008,37.8048,-122.2939
2015-04-10 16:08:29 -0700,0.005,37.8048,-122.2939
2015-04-10 16:08:30 -0700,0.005,37.8047,-122.2939
2015-04-10 16:08:32 -0700,0.005,37.8047,-122.2939
2015-04-10 16:08:33 -0700,0.005,37.8047,-122.2939
2015-04-10 16:08:34 -0700,0.005,37.8047,-122.2939
2015-04-10 16:08:35 -0700,0.006,37.8047,-122.2939
2015-04-10 16:08:36 -0700,0.005,37.8047,-122.2939
2015-04-10 16:08:37 -0700,0.005,37.8047,-122.2939
2015-04-10 16:08:38 -0700,0.005,37.8047,-122.2939
2015-04-10 16:08:39 -0700,0.005,37.8047,-122.2939
2015-04-10 16:08:40 -0700,0.004,37.8047,-122.2939
2015-04-10 16:08:41 -0700,0.004,37.8047,-122.2939
2015-04-10 16:08:42 -0700,0.004,37.8047,-122.2939
2015-04-10 16:08:43 -0700,0.005,37.8047,-122.2939
2015-04-10 16:08:44 -0700,0.005,37.8046,-122.2939
2015-04-10 16:08:45 -0700,0.006,37.8046,-122.2939
2015-04-10 16:08:46 -0700,0.005,37.8046,-122.2939
2015-04-10 16:08:47 -0700,0.004,37.8046,-122.2939
2015-04-10 16:08:48 -0700,0.005,37.8046,-122.2939
2015-04-10 16:08:49 -0700,0.005,37.8046,-122.2939
2015-04-10 16:08:50 -0700,0.004,37.8046,-122.2939
2015-04-10 16:08:51 -0700,0.005,37.8046,-122.2939
2015-04-10 16:08:52 -0700,0.006,37.8046,-122.294
2015-04-10 16:08:53 -0700,0.006,37.8046,-122.294
2015-04-10 16:08:54 -0700,0.005,37.8046,-122.2939
2015-04-10 16:08:55 -0700,0.004,37.8046,-122.2939
2015-04-10 16:08:56 -0700,0.005,37.8046,-122.2939
2015-04-10 16:08:57 -0700,0.004,37.8046,-122.2939
2015-04-10 16:08:58 -0700,0.004,37.8046,-122.2939
2015-04-10 16:08:59 -0700,0.005,37.8046,-122.2939
2015-04-10 16:09:00 -0700,0.005,37.8045,-122.2939
2015-04-10 16:09:01 -0700,0.005,37.8045,-122.2939
2015-04-10 16:09:02 -0700,0.006,37.8046,-122.294
2015-04-10 16:09:03 -0700,0.006,37.8045,-122.294
2015-04-10 16:09:04 -0700,0.006,37.8046,-122.294
2015-04-10 16:09:05 -0700,0.006,37.8045,-122.294
2015-04-10 16:09:06 -0700,0.006,37.8045,-122.294
2015-04-10 16:09:07 -0700,0.005,37.8045,-122.294
2015-04-10 16:09:08 -0700,0.005,37.8045,-122.294
2015-04-10 16:09:09 -0700,0.004,37.8045,-122.294
2015-04-10 16:09:10 -0700,0.005,37.8045,-122.294
2015-04-10 16:09:12 -0700,0.005,37.8045,-122.294
2015-04-10 16:09:13 -0700,0.005,37.8044,-122.294
2015-04-10 16:09:14 -0700,0.006,37.8044,-122.294
2015-04-10 16:09:15 -0700,0.006,37.8044,-122.294
2015-04-10 16:09:16 -0700,0.006,37.8044,-122.294
2015-04-10 16:09:17 -0700,0.006,37.8044,-122.294
2015-04-10 16:09:18 -0700,0.005,37.8044,-122.294
2015-04-10 16:09:19 -0700,0.005,37.8044,-122.294
2015-04-10 16:09:20 -0700,0.006,37.8043,-122.294
2015-04-10 16:09:21 -0700,0.007,37.8043,-122.294
2015-04-10 16:09:22 -0700,0.005,37.8043,-122.2941
2015-04-10 16:09:23 -0700,0.006,37.8043,-122.2941
2015-04-10 16:09:24 -0700,0.007,37.8043,-122.2941
2015-04-10 16:09:25 -0700,0.006,37.8043,-122.2941
2015-04-10 16:09:26 -0700,0.005,37.8042,-122.2941
2015-04-10 16:09:27 -0700,0.005,37.8042,-122.2941
2015-04-10 16:09:28 -0700,0.006,37.8042,-122.2941
2015-04-10 16:09:29 -0700,0.005,37.8042,-122.2941
2015-04-10 16:09:30 -0700,0.005,37.8042,-122.2941
2015-04-10 16:09:32 -0700,0.006,37.8042,-122.2941
2015-04-10 16:09:33 -0700,0.006,37.8042,-122.2941
2015-04-10 16:09:34 -0700,0.006,37.8042,-122.2941
2015-04-10 16:09:35 -0700,0.005,37.8042,-122.2941
2015-04-10 16:09:36 -0700,0.006,37.8042,-122.2941
2015-04-10 16:09:37 -0700,0.006,37.8042,-122.2941
2015-04-10 16:09:38 -0700,0.007,37.8042,-122.2941
2015-04-10 16:09:39 -0700,0.006,37.8042,-122.2941
2015-04-10 16:09:40 -0700,0.006,37.8042,-122.2941
2015-04-10 16:09:41 -0700,0.006,37.8042,-122.2941
2015-04-10 16:09:42 -0700,0.006,37.8041,-122.2941
2015-04-10 16:09:43 -0700,0.005,37.8041,-122.2941
2015-04-10 16:09:44 -0700,0.006,37.8041,-122.2941
2015-04-10 16:09:45 -0700,0.005,37.8041,-122.2941
2015-04-10 16:09:46 -0700,0.005,37.8041,-122.2941
2015-04-10 16:09:47 -0700,0.005,37.8041,-122.2941
2015-04-10 16:09:48 -0700,0.005,37.8041,-122.2941
2015-04-10 16:09:49 -0700,0.006,37.8041,-122.2941
2015-04-10 16:09:50 -0700,0.009,37.8041,-122.2941
2015-04-10 16:09:52 -0700,0.006,37.8041,-122.2941
2015-04-10 16:09:53 -0700,0.006,37.8041,-122.2941
2015-04-10 16:09:54 -0700,0.007,37.8041,-122.2941
2015-04-10 16:09:55 -0700,0.007,37.8041,-122.2941
2015-04-10 16:09:56 -0700,0.006,37.8041,-122.2941
2015-04-10 16:09:57 -0700,0.007,37.8041,-122.2941
2015-04-10 16:09:58 -0700,0.006,37.8041,-122.2941
2015-04-10 16:09:59 -0700,0.005,37.804,-122.2941
2015-04-10 16:10:00 -0700,0.006,37.804,-122.2941
2015-04-10 16:10:01 -0700,0.006,37.804,-122.2941
2015-04-10 16:10:02 -0700,0.006,37.804,-122.2941
2015-04-10 16:10:03 -0700,0.006,37.804,-122.2941
2015-04-10 16:10:04 -0700,0.006,37.804,-122.2941
2015-04-10 16:10:05 -0700,0.006,37.804,-122.2941
2015-04-10 16:10:06 -0700,0.005,37.804,-122.2941
2015-04-10 16:10:07 -0700,0.005,37.804,-122.2942
2015-04-10 16:10:08 -0700,0.005,37.804,-122.2942
2015-04-10 16:10:09 -0700,0.005,37.804,-122.2942
2015-04-10 16:10:10 -0700,0.007,37.8039,-122.2942
2015-04-10 16:10:11 -0700,0.007,37.8039,-122.2942
2015-04-10 16:10:12 -0700,0.005,37.8039,-122.2942
2015-04-10 16:10:13 -0700,0.006,37.8039,-122.2942
2015-04-10 16:10:14 -0700,0.007,37.8039,-122.2942
2015-04-10 16:10:15 -0700,0.005,37.8039,-122.2942
2015-04-10 16:10:16 -0700,0.005,37.8039,-122.2942
2015-04-10 16:10:17 -0700,0.006,37.8039,-122.2942
2015-04-10 16:10:18 -0700,0.007,37.8039,-122.2942
2015-04-10 16:10:19 -0700,0.007,37.8039,-122.2942
2015-04-10 16:10:20 -0700,0.007,37.8038,-122.2942
2015-04-10 16:10:21 -0700,0.005,37.8038,-122.2942
2015-04-10 16:10:22 -0700,0.006,37.8038,-122.2942
2015-04-10 16:10:23 -0700,0.006,37.8038,-122.2942
2015-04-10 16:10:24 -0700,0.006,37.8038,-122.2942
2015-04-10 16:10:25 -0700,0.005,37.8038,-122.2942
2015-04-10 16:10:27 -0700,0.006,37.8038,-122.2942
2015-04-10 16:10:28 -0700,0.005,37.8038,-122.2942
2015-04-10 16:10:29 -0700,0.006,37.8038,-122.2943
2015-04-10 16:10:30 -0700,0.005,37.8037,-122.2943
2015-04-10 16:10:31 -0700,0.005,37.8037,-122.2943
2015-04-10 16:10:32 -0700,0.006,37.8037,-122.2943
2015-04-10 16:10:33 -0700,0.006,37.8037,-122.2943
2015-04-10 16:10:34 -0700,0.004,37.8037,-122.2943
2015-04-10 16:10:35 -0700,0.004,37.8037,-122.2943
2015-04-10 16:10:36 -0700,0.005,37.8037,-122.2943
2015-04-10 16:10:37 -0700,0.005,37.8037,-122.2943
2015-04-10 16:10:38 -0700,0.006,37.8037,-122.2943
2015-04-10 16:10:39 -0700,0.007,37.8037,-122.2943
2015-04-10 16:10:40 -0700,0.006,37.8037,-122.2943
2015-04-10 16:10:41 -0700,0.008,37.8036,-122.2943
2015-04-10 16:10:42 -0700,0.007,37.8036,-122.2943
2015-04-10 16:10:43 -0700,0.006,37.8036,-122.2943
2015-04-10 16:10:44 -0700,0.007,37.8036,-122.2943
2015-04-10 16:10:45 -0700,0.005,37.8036,-122.2943
2015-04-10 16:10:46 -0700,0.006,37.8036,-122.2943
2015-04-10 16:10:47 -0700,0.006,37.8036,-122.2943
2015-04-10 16:10:48 -0700,0.006,37.8036,-122.2943
2015-04-10 16:10:49 -0700,0.005,37.8036,-122.2943
2015-04-10 16:10:50 -0700,0.006,37.8036,-122.2943
2015-04-10 16:10:51 -0700,0.007,37.8035,-122.2943
2015-04-10 16:10:52 -0700,0.006,37.8035,-122.2943
2015-04-10 16:10:53 -0700,0.007,37.8035,-122.2943
2015-04-10 16:10:54 -0700,0.006,37.8035,-122.2943
2015-04-10 16:10:55 -0700,0.006,37.8035,-122.2943
2015-04-10 16:10:57 -0700,0.006,37.8034,-122.2943
2015-04-10 16:10:58 -0700,0.007,37.8034,-122.2943
2015-04-10 16:10:59 -0700,0.007,37.8034,-122.2943
2015-04-10 16:11:00 -0700,0.005,37.8034,-122.2943
2015-04-10 16:11:01 -0700,0.005,37.8034,-122.2943
2015-04-10 16:11:02 -0700,0.005,37.8034,-122.2943
2015-04-10 16:11:03 -0700,0.007,37.8034,-122.2943
2015-04-10 16:11:04 -0700,0.009,37.8033,-122.2943
2015-04-10 16:11:05 -0700,0.005,37.8033,-122.2943
2015-04-10 16:11:06 -0700,0.004,37.8033,-122.2943
2015-04-10 16:11:07 -0700,0.005,37.8033,-122.2944
2015-04-10 16:11:08 -0700,0.005,37.8033,-122.2944
2015-04-10 16:11:09 -0700,0.005,37.8033,-122.2944
2015-04-10 16:11:10 -0700,0.005,37.8033,-122.2944
2015-04-10 16:11:12 -0700,0.004,37.8033,-122.2944
2015-04-10 16:11:13 -0700,0.004,37.8033,-122.2944
2015-04-10 16:11:14 -0700,0.004,37.8033,-122.2944
2015-04-10 16:11:15 -0700,0.004,37.8032,-122.2944
2015-04-10 16:11:16 -0700,0.006,37.8032,-122.2944
2015-04-10 16:11:17 -0700,0.006,37.8032,-122.2944
2015-04-10 16:11:18 -0700,0.006,37.8032,-122.2944
2015-04-10 16:11:19 -0700,0.005,37.8032,-122.2944
2015-04-10 16:11:20 -0700,0.005,37.8032,-122.2945
2015-04-10 16:11:21 -0700,0.005,37.8032,-122.2945
2015-04-10 16:11:22 -0700,0.005,37.8032,-122.2945
2015-04-10 16:11:23 -0700,0.005,37.8032,-122.2945
2015-04-10 16:11:24 -0700,0.006,37.8032,-122.2945
2015-04-10 16:11:25 -0700,0.005,37.8032,-122.2945
2015-04-10 16:11:26 -0700,0.004,37.8032,-122.2945
2015-04-10 16:11:27 -0700,0.005,37.8032,-122.2945
2015-04-10 16:11:28 -0700,0.005,37.8032,-122.2945
2015-04-10 16:11:29 -0700,0.004,37.8032,-122.2945
2015-04-10 16:11:30 -0700,0.005,37.8032,-122.2945
2015-04-10 16:11:32 -0700,0.005,37.8032,-122.2945
2015-04-10 16:11:33 -0700,0.007,37.8032,-122.2945
2015-04-10 16:11:34 -0700,0.007,37.8031,-122.2945
2015-04-10 16:11:35 -0700,0.003,37.8031,-122.2945
2015-04-10 16:11:36 -0700,0.007,37.8031,-122.2945
2015-04-10 16:11:37 -0700,0.006,37.8031,-122.2945
2015-04-10 16:11:38 -0700,0.005,37.8031,-122.2945
2015-04-10 16:11:39 -0700,0.004,37.8031,-122.2945
2015-04-10 16:11:40 -0700,0.005,37.8032,-122.2945
2015-04-10 16:11:41 -0700,0.006,37.8032,-122.2945
2015-04-10 16:11:42 -0700,0.004,37.8032,-122.2945
2015-04-10 16:11:43 -0700,0.004,37.8032,-122.2945
2015-04-10 16:11:44 -0700,0.005,37.8032,-122.2945
2015-04-10 16:11:45 -0700,0.006,37.8032,-122.2945
2015-04-10 16:11:46 -0700,0.005,37.8032,-122.2945
2015-04-10 16:11:47 -0700,0.005,37.8032,-122.2945
2015-04-10 16:11:48 -0700,0.005,37.8032,-122.2945
2015-04-10 16:11:49 -0700,0.004,37.8032,-122.2945
2015-04-10 16:11:50 -0700,0.005,37.8032,-122.2944
2015-04-10 16:11:51 -0700,0.004,37.8031,-122.2944
2015-04-10 16:11:52 -0700,0.006,37.8031,-122.2944
2015-04-10 16:11:53 -0700,0.006,37.8031,-122.2944
2015-04-10 16:11:54 -0700,0.004,37.8031,-122.2944
2015-04-10 16:11:55 -0700,0.005,37.8031,-122.2945
2015-04-10 16:11:56 -0700,0.005,37.8031,-122.2945
2015-04-10 16:11:57 -0700,0.004,37.8031,-122.2945
2015-04-10 16:11:58 -0700,0.004,37.8031,-122.2945
2015-04-10 16:11:59 -0700,0.005,37.8031,-122.2945
2015-04-10 16:12:00 -0700,0.005,37.8031,-122.2945
2015-04-10 16:12:02 -0700,0.004,37.8031,-122.2945
2015-04-10 16:12:03 -0700,0.004,37.8031,-122.2945
2015-04-10 16:12:04 -0700,0.004,37.8031,-122.2945
2015-04-10 16:12:05 -0700,0.005,37.8031,-122.2945
2015-04-10 16:12:06 -0700,0.004,37.8031,-122.2945
2015-04-10 16:12:07 -0700,0.004,37.8031,-122.2945
2015-04-10 16:12:08 -0700,0.003,37.8031,-122.2946
2015-04-10 16:12:09 -0700,0.004,37.8032,-122.2946
2015-04-10 16:12:10 -0700,0.005,37.8032,-122.2946
2015-04-10 16:12:11 -0700,0.005,37.8032,-122.2946
2015-04-10 16:12:12 -0700,0.004,37.8032,-122.2946
2015-04-10 16:12:13 -0700,0.004,37.8032,-122.2947
2015-04-10 16:12:14 -0700,0.005,37.8032,-122.2947
2015-04-10 16:12:15 -0700,0.004,37.8032,-122.2947
2015-04-10 16:12:16 -0700,0.005,37.8032,-122.2947
2015-04-10 16:12:17 -0700,0.005,37.8032,-122.2947
2015-04-10 16:12:18 -0700,0.006,37.8033,-122.2947
2015-04-10 16:12:19 -0700,0.006,37.8033,-122.2947
2015-04-10 16:12:20 -0700,0.006,37.8033,-122.2947
2015-04-10 16:12:21 -0700,0.004,37.8033,-122.2947
2015-04-10 16:12:22 -0700,0.005,37.8033,-122.2948
2015-04-10 16:12:23 -0700,0.005,37.8033,-122.2948
2015-04-10 16:12:24 -0700,0.005,37.8033,-122.2948
2015-04-10 16:12:25 -0700,0.005,37.8033,-122.2948
2015-04-10 16:12:26 -0700,0.005,37.8033,-122.2948
2015-04-10 16:12:27 -0700,0.004,37.8033,-122.2948
2015-04-10 16:12:28 -0700,0.004,37.8033,-122.2948
2015-04-10 16:12:29 -0700,0.003,37.8033,-122.2948
2015-04-10 16:12:30 -0700,0.004,37.8032,-122.2948
2015-04-10 16:12:31 -0700,0.004,37.8032,-122.2948
2015-04-10 16:12:32 -0700,0.004,37.8032,-122.2948
2015-04-10 16:12:33 -0700,0.004,37.8032,-122.2948
2015-04-10 16:12:34 -0700,0.004,37.8032,-122.2948
2015-04-10 16:12:35 -0700,0.004,37.8032,-122.2948
2015-04-10 16:12:37 -0700,0.005,37.8032,-122.2948
2015-04-10 16:12:38 -0700,0.004,37.8032,-122.2948
2015-04-10 16:12:39 -0700,0.003,37.8032,-122.2948
2015-04-10 16:12:40 -0700,0.004,37.8032,-122.2948
2015-04-10 16:12:41 -0700,0.006,37.8032,-122.2948
2015-04-10 16:12:42 -0700,0.006,37.8032,-122.2948
2015-04-10 16:12:43 -0700,0.005,37.8032,-122.2947
2015-04-10 16:12:44 -0700,0.005,37.8032,-122.2947
2015-04-10 16:12:45 -0700,0.004,37.8031,-122.2947
2015-04-10 16:12:46 -0700,0.004,37.8032,-122.2947
2015-04-10 16:12:47 -0700,0.004,37.8032,-122.2947
2015-04-10 16:12:48 -0700,0.004,37.8032,-122.2947
2015-04-10 16:12:49 -0700,0.005,37.8032,-122.2947
2015-04-10 16:12:50 -0700,0.005,37.8032,-122.2947
2015-04-10 16:12:51 -0700,0.005,37.8032,-122.2947
2015-04-10 16:12:52 -0700,0.008,37.8032,-122.2947
2015-04-10 16:12:53 -0700,0.009,37.8032,-122.2947
2015-04-10 16:12:54 -0700,0.004,37.8032,-122.2947
2015-04-10 16:12:55 -0700,0.005,37.8031,-122.2947
2015-04-10 16:12:56 -0700,0.006,37.8031,-122.2947
2015-04-10 16:12:57 -0700,0.005,37.8032,-122.2947
2015-04-10 16:12:58 -0700,0.005,37.8032,-122.2947
2015-04-10 16:12:59 -0700,0.004,37.8032,-122.2947
2015-04-10 16:13:00 -0700,0.006,37.8032,-122.2947
2015-04-10 16:13:01 -0700,0.006,37.8032,-122.2947
2015-04-10 16:13:02 -0700,0.004,37.8032,-122.2947
2015-04-10 16:13:03 -0700,0.004,37.8032,-122.2948
2015-04-10 16:13:04 -0700,0.004,37.8032,-122.2948
2015-04-10 16:13:05 -0700,0.004,37.8032,-122.2948
2015-04-10 16:13:06 -0700,0.004,37.8033,-122.2948
2015-04-10 16:13:07 -0700,0.004,37.8033,-122.2948
2015-04-10 16:13:08 -0700,0.005,37.8033,-122.2949
2015-04-10 16:13:09 -0700,0.005,37.8033,-122.2949
2015-04-10 16:13:10 -0700,0.004,37.8034,-122.2949
2015-04-10 16:13:11 -0700,0.004,37.8034,-122.2949
2015-04-10 16:13:12 -0700,0.004,37.8034,-122.2949
2015-04-10 16:13:13 -0700,0.005,37.8034,-122.2949
2015-04-10 16:13:14 -0700,0.004,37.8034,-122.2949
2015-04-10 16:13:15 -0700,0.004,37.8034,-122.2949
2015-04-10 16:13:16 -0700,0.004,37.8034,-122.295
2015-04-10 16:13:17 -0700,0.004,37.8033,-122.295
2015-04-10 16:13:18 -0700,0.005,37.8033,-122.295
2015-04-10 16:13:19 -0700,0.004,37.8033,-122.295
2015-04-10 16:13:20 -0700,0.004,37.8033,-122.295
2015-04-10 16:13:22 -0700,0.004,37.8032,-122.295
2015-04-10 16:13:23 -0700,0.004,37.8032,-122.295
2015-04-10 16:13:24 -0700,0.006,37.8032,-122.295
2015-04-10 16:13:25 -0700,0.007,37.8032,-122.295
2015-04-10 16:13:26 -0700,0.007,37.8032,-122.295
2015-04-10 16:13:27 -0700,0.005,37.8032,-122.295
2015-04-10 16:13:28 -0700,0.007,37.8032,-122.295
2015-04-10 16:13:29 -0700,0.006,37.8032,-122.295
2015-04-10 16:13:30 -0700,0.005,37.8032,-122.295
2015-04-10 16:13:31 -0700,0.006,37.8032,-122.295
2015-04-10 16:13:32 -0700,0.005,37.8032,-122.295
2015-04-10 16:13:33 -0700,0.005,37.8032,-122.295
2015-04-10 16:13:34 -0700,0.005,37.8031,-122.295
2015-04-10 16:13:35 -0700,0.006,37.8031,-122.295
2015-04-10 16:13:37 -0700,0.005,37.8031,-122.295
2015-04-10 16:13:38 -0700,0.009,37.8031,-122.2951
2015-04-10 16:13:39 -0700,0.013,37.8031,-122.2951
2015-04-10 16:13:40 -0700,0.017,37.8031,-122.2951
2015-04-10 16:13:41 -0700,0.021,37.8031,-122.2951
2015-04-10 16:13:42 -0700,0.017,37.8031,-122.2951
2015-04-10 16:13:43 -0700,0.014,37.8031,-122.2951
